iter	MultiClass
150	0.1820980477
151	0.1815126839
152	0.180563285
153	0.1797030936
154	0.1793579523
155	0.1787178333
156	0.1778336892
157	0.1772832677
158	0.176474915
159	0.1756408094
160	0.1753913374
161	0.1748491465
162	0.1740339051
163	0.173558062
164	0.1730676152
165	0.172499544
166	0.1720963808
167	0.1716402502
168	0.1710505931
169	0.1704105621
170	0.1700618193
171	0.1696063371
172	0.1689820633
173	0.1685151497
174	0.1679957589
175	0.1674889132
176	0.1671595292
177	0.1665036088
178	0.1659412986
179	0.165692917
180	0.1652169089
181	0.1646764703
182	0.1643705487
183	0.1638521988
184	0.1629076622
185	0.1623411637
186	0.1618181084
187	0.161168397
188	0.1607502012
189	0.1601096665
190	0.1597347767
191	0.1591205772
192	0.1586505622
193	0.1583159055
194	0.158036323
195	0.1576239422
196	0.1570437862
197	0.1564189194
198	0.1559542758
199	0.1554493247
200	0.1550754732
201	0.1548164867
202	0.1541743454
203	0.1538893546
204	0.1534885062
205	0.1529168276
206	0.1523812654
207	0.1517000056
208	0.1511298629
209	0.1504457568
210	0.1501651398
211	0.1497169823
212	0.1493416698
213	0.1490293811
214	0.1487050398
215	0.1484740511
216	0.1481903829
217	0.1479380803
218	0.1473709879
219	0.1470848938
220	0.1466922592
221	0.1462339256
222	0.1455855682
223	0.1452827198
224	0.1446953935
225	0.1440912597
226	0.1436036769
227	0.1432060233
228	0.1428685351
229	0.1425592386
230	0.1420361899
231	0.1418311707
232	0.1414513491
233	0.141069049
234	0.1408071734
235	0.1403833825
236	0.1400244662
237	0.1396640938
238	0.1392602455
239	0.1389204899
240	0.1384564081
241	0.1381669737
242	0.1379089341
243	0.1375912779
244	0.1372493042
245	0.1368466004
246	0.1367777676
247	0.1364060294
248	0.1361620273
249	0.1358199223
250	0.1354738406
251	0.1350525522
252	0.1346527573
253	0.1343709727
254	0.1341003521
255	0.1337192814
256	0.133269174
257	0.1329339278
258	0.1326024055
259	0.1322400744
260	0.1322134418
261	0.1318230977
262	0.1316234171
263	0.1314899906
264	0.1311744225
265	0.130730999
266	0.1306048996
267	0.1304837311
268	0.1302360094
269	0.1301805411
270	0.1299768081
271	0.1297424074
272	0.1295703983
273	0.1292643881
274	0.1290077198
275	0.1288723788
276	0.1286796448
277	0.1281741098
278	0.1280200585
279	0.1277245755
280	0.1274737692
281	0.1270915199
282	0.1269257096
283	0.1265848649
284	0.1265699042
285	0.1262728534
286	0.1259720876
287	0.125633757
288	0.1254920983
289	0.1252419337
290	0.125064381
291	0.1248209792
292	0.1247990983
293	0.1246625332
294	0.1246008593
295	0.1243165972
296	0.1239505032
297	0.1237210598
298	0.1235577633
299	0.1233599415
300	0.1230715605
301	0.1228025348
302	0.1226332642
303	0.1224518092
304	0.122243772
305	0.1222047219
306	0.1218867847
307	0.1215536902
308	0.1213296917
309	0.1211713211
310	0.1206837412
311	0.1205839698
312	0.1204842182
313	0.1201869138
314	0.1199934018
315	0.119705177
316	0.1193845845
317	0.1189861205
318	0.1187743155
319	0.1185387292
320	0.1182850774
321	0.1181153014
322	0.1179780543
323	0.1176400564
324	0.1175104472
325	0.1173709197
326	0.116997071
327	0.1166293549
328	0.1164876548
329	0.1164696714
330	0.1162079155
331	0.1160114337
332	0.1157958406
333	0.1154887697
334	0.1154463968
335	0.1153227996
336	0.1150880169
337	0.1149609434
338	0.1147613587
339	0.1144385561
340	0.1142137476
341	0.1140437391
342	0.1139173323
343	0.1135420317
344	0.1133987694
345	0.1131759784
346	0.1128722936
347	0.1125754266
348	0.1124354667
349	0.1122139746
350	0.1120146993
351	0.1117771268
352	0.1115898715
353	0.1115851108
354	0.1113481697
355	0.1111480808
356	0.1108861186
357	0.1106363642
358	0.1104217231
359	0.1103317188
360	0.1101021609
361	0.1099104245
362	0.109578646
363	0.109461995
364	0.1092792842
365	0.1089261407
366	0.1086681093
367	0.1084093368
368	0.1082718673
369	0.1080996732
370	0.1079294475
371	0.1078654319
372	0.1077820262
373	0.1075301956
374	0.1074017497
375	0.1072595787
376	0.1072414803
377	0.1070618518
378	0.1070485626
379	0.1070404771
380	0.1068951074
381	0.1066527688
382	0.1065961812
383	0.1063471172
384	0.1062095497
385	0.1059962982
386	0.1058696849
387	0.1057045638
388	0.1055982025
389	0.1055875956
390	0.1055636613
391	0.1053614669
392	0.1051168578
393	0.1048265848
394	0.1046563684
395	0.1046450726
396	0.1044754224
397	0.104322756
398	0.1040844749
399	0.1039319126
400	0.1038765001
401	0.103618602
402	0.1034850467
403	0.1032381582
404	0.1031459865
405	0.102982397
406	0.1027447003
407	0.1025587157
408	0.102417137
409	0.1023717658
410	0.1023431374
411	0.1021769353
412	0.101955436
413	0.1017732557
414	0.1017379288
415	0.1015755725
416	0.1013803497
417	0.1013039859
418	0.1010534037
419	0.1008548211
420	0.1008238625
421	0.1007969352
422	0.1005661916
423	0.1003290808
424	0.1002092652
425	0.1000876195
426	0.09975788655
427	0.09955864857
428	0.09943845498
429	0.09936592727
430	0.09934435683
431	0.09934053374
432	0.09919284214
433	0.09914466873
434	0.09914029645
435	0.099014704
436	0.0988363042
437	0.09874596002
438	0.09858359973
439	0.09855870897
440	0.09851047385
441	0.09833356216
442	0.09824016892
443	0.09820765746
444	0.09815877083
445	0.09810392017
446	0.09796091376
447	0.09785105541
448	0.09773656171
449	0.09758971046
450	0.09747165488
451	0.09718007408
452	0.09708067244
453	0.09696511232
454	0.09691167455
455	0.09688721711
456	0.09672756104
457	0.09651041804
458	0.0964198094
459	0.09628137897
460	0.09626925782
461	0.09609340258
462	0.09591541719
463	0.09565560652
464	0.09555014572
465	0.09554233528
466	0.09551142016
467	0.09529389026
468	0.09507290277
469	0.09486476052
470	0.0948118447
471	0.09457465364
472	0.09456577269
473	0.09454819665
474	0.09440876363
475	0.09436004658
476	0.09427766965
477	0.09423638297
478	0.0941494685
479	0.09387117159
480	0.09383154191
481	0.09367124449
482	0.09363888294
483	0.0935533753
484	0.09346193348
485	0.09336337053
486	0.09310061809
487	0.09301797748
488	0.09293509152
489	0.09288764957
490	0.09285315032
491	0.09283461512
492	0.09281196881
493	0.09268638195
494	0.09258441443
495	0.09241746317
496	0.09225562139
497	0.09223687685
498	0.09220225414
499	0.09205923582
500	0.0918809778
501	0.09170191537
502	0.09162675233
503	0.09160192488
504	0.09149216306
505	0.09131831908
506	0.09120859097
507	0.09114010809
508	0.09096069261
509	0.09083019106
510	0.09074383785
511	0.09063987352
512	0.09061425604
513	0.09044944422
514	0.09036604722
515	0.09029510275
516	0.09026710678
517	0.09014461557
518	0.08992518066
519	0.08987826474
520	0.0897062768
521	0.08951943695
522	0.0893425181
523	0.08929940288
524	0.08911906685
525	0.08901928431
526	0.08892257962
527	0.08888143302
528	0.08879532953
529	0.08878370947
530	0.08864775625
531	0.08851785409
532	0.08838839675
533	0.08830760917
534	0.08819023179
535	0.08805101407
536	0.08792801295
537	0.08792493423
538	0.08792167773
539	0.08785609484
540	0.08770591953
541	0.08769146945
542	0.08761880565
543	0.08745478418
544	0.08726979487
545	0.08722606175
546	0.0869955214
547	0.08685347798
548	0.08673224562
549	0.08661795502
550	0.08654466008
551	0.08646324823
552	0.08642657784
553	0.08640771714
554	0.0862814213
555	0.08626072056
556	0.08621045549
557	0.08607302792
558	0.08603988698
559	0.0859191852
560	0.08574101213
561	0.08556106336
562	0.08542691479
563	0.08539876761
564	0.08538238665
565	0.08531557521
566	0.08524886649
567	0.08514436048
568	0.08505952443
569	0.08502281295
570	0.08484589968
571	0.08475350977
572	0.08466276112
573	0.08454160825
574	0.08438273506
575	0.08430019713
576	0.08427797071
577	0.08416735278
578	0.08407831168
579	0.08390759386
580	0.08379289733
581	0.08369138383
582	0.08362079899
583	0.0836151607
584	0.0835973143
585	0.08357406972
586	0.0835196071
587	0.0834860948
588	0.08347333401
589	0.08337829018
590	0.08323573325
591	0.08320741931
592	0.0831014986
593	0.08297866883
594	0.08292919443
595	0.08284265127
596	0.08272093889
597	0.08270404119
598	0.08263442726
599	0.08251192198
600	0.0824907634
601	0.08238103942
602	0.08232145292
603	0.08230775189
604	0.08229197342
605	0.08216164383
606	0.08197227724
607	0.0819579595
608	0.08180080876
609	0.08173495098
610	0.08161497411
611	0.08151850564
612	0.08150914998
613	0.08144358779
614	0.08137798979
615	0.08131819771
616	0.08121741689
617	0.0811590258
618	0.08105730357
619	0.08101254503
620	0.08094536707
621	0.08093122681
622	0.0808487014
623	0.08072716156
624	0.08063285799
625	0.08059443796
626	0.08048265838
627	0.08039244517
628	0.08033194722
629	0.08022489936
630	0.08011071701
631	0.07999518373
632	0.07989571224
633	0.07988471859
634	0.07977011831
635	0.07957681822
636	0.07949850355
637	0.07944056461
638	0.07935971993
639	0.07927613064
640	0.07920346888
641	0.07912207906
642	0.07890971553
643	0.07888443062
644	0.07879037125
645	0.07869648294
646	0.07863728754
647	0.07862667368
648	0.07850168874
649	0.07838995881
650	0.07825220899
651	0.07822077116
652	0.07821589254
653	0.07820991126
654	0.07816763995
655	0.07806973908
656	0.07796638707
657	0.07782714172
658	0.07773927362
659	0.07772680044
660	0.07769441323
661	0.07759392032
662	0.07748487048
663	0.07747293636
664	0.07741329624
665	0.07734875479
666	0.07733207831
667	0.07721020076
668	0.0771331774
669	0.07701574793
670	0.07698941165
671	0.07690250782
672	0.07687371565
673	0.07684791393
674	0.07683722763
675	0.07672785518
676	0.07652128064
677	0.07646927391
678	0.07642746074
679	0.07642290854
680	0.07641772178
681	0.07635329751
682	0.07631257326
683	0.07624696064
684	0.07617930563
685	0.07614858963
686	0.07607179921
687	0.07596981814
688	0.07594346392
689	0.07593443035
690	0.07580280615
691	0.07573333441
692	0.07562769252
693	0.0755883149
694	0.0755798376
695	0.07546531591
696	0.07530214191
697	0.07529017226
698	0.07518430802
699	0.07517875365
700	0.07517377945
701	0.07515096914
702	0.07500844983
703	0.07500000518
704	0.07494675103
705	0.07487377301
706	0.07479270839
707	0.07470709739
708	0.07466146474
709	0.07457093112
710	0.07450858779
711	0.07448552548
712	0.0743799731
713	0.07437015307
714	0.07434095367
715	0.07423316849
716	0.07422506101
717	0.07411828762
718	0.07408491096
719	0.07404152693
720	0.07398073351
721	0.07387477692
722	0.07384403002
723	0.07383842594
724	0.0737861963
725	0.07367076883
726	0.07361159149
727	0.07359279044
728	0.0735108224
729	0.07347006057
730	0.07346543553
731	0.07344136772
732	0.07337108931
733	0.07330016903
734	0.07327291886
735	0.07324483806
736	0.07323676017
737	0.07317707534
738	0.07305454391
739	0.0730451138
740	0.0730259144
741	0.07294268
742	0.07279936419
743	0.07279679651
744	0.07278290027
745	0.07268340732
746	0.07264418827
747	0.07262100071
748	0.07254787668
749	0.07252181328
750	0.07243219585
751	0.07234669595
752	0.07226392346
753	0.07217083699
754	0.07207405582
755	0.07203354163
756	0.07194776726
757	0.0718748206
758	0.07176351959
759	0.07172713563
760	0.07165862065
761	0.07164782876
762	0.07150897826
763	0.07145990634
764	0.07135934104
765	0.07127085508
766	0.07120435038
767	0.07113337558
768	0.07112375928
769	0.07108774028
770	0.071045209
771	0.07102036053
772	0.07096662657
773	0.07086652068
774	0.07078400351
775	0.07077855306
776	0.07074918324
777	0.07068989111
778	0.07065608083
779	0.07059804158
780	0.07058318834
781	0.070489541
782	0.07047113791
783	0.07041298958
784	0.07032888836
785	0.07025672263
786	0.07022060687
787	0.07012335345
788	0.06997189645
789	0.06984735451
790	0.06977832485
791	0.06963462553
792	0.06955640101
793	0.06952094769
794	0.06943031084
795	0.06934820684
796	0.06934206548
797	0.06933477565
798	0.06932087942
799	0.06930531763
800	0.0692291441
801	0.06922095845
802	0.06921024437
803	0.06915186596
804	0.06913089764
805	0.06909915552
806	0.06895906456
807	0.06886689702
808	0.06885227938
809	0.06875472977
810	0.06874488233
811	0.06864597442
812	0.06860415873
813	0.06851056104
814	0.06842722284
815	0.0683341456
816	0.06825142187
817	0.06824262154
818	0.06817543803
819	0.06809340908
820	0.06799690469
821	0.0679629558
822	0.06795899166
823	0.06795363931
824	0.06789644253
825	0.06787446577
826	0.06784922453
827	0.06779452368
828	0.06779161914
829	0.06776032437
830	0.06775265498
831	0.06770756529
832	0.06768168829
833	0.06760405167
834	0.06757489192
835	0.06749184558
836	0.06742167775
837	0.06737200404
838	0.06735806876
839	0.06733952432
840	0.06732792341
841	0.06731299323
842	0.06724419476
843	0.06722334081
844	0.06716274899
845	0.06706276557
